identifiant,Arrondissement,Regime_particulier,Duree,Mois,Latitude,Longitude
7368,6.0,Arret_vigipirate_perennise,1440.0,8.0,48.8545805567,2.33285615607
088107G20140211112747,12.0,Arret_genant_divers,1440.0,7.0,48.8401157499,2.3792888987
7376,19.0,Arret_vigipirate_non_perennise,1440.0,8.0,48.8961508565,2.37597728338
774004G20111108105212,0.0,Livraison_BUS,1140.0,8.0,48.8373487293,2.34641024497
7392,19.0,Stationnement_genant,1440.0,8.0,48.8769202822,2.39793682579
067702D20101005080012,0.0,Arret_vigipirate_perennise,1440.0,8.0,48.8348814955,2.38765421445
7403,19.0,Stationnement_genant,1440.0,8.0,48.8772165675,2.39908931944
161003G20110810142811,18.0,Stationnement_genant,1440.0,8.0,48.885383292,2.33300994793
7416,11.0,Stationnement_genant,1440.0,7.0,48.8687281927,2.37603226058
373901D20110630104414,2.0,Stationnement_genant,1440.0,8.0,48.8677050686,2.34877722579
7486,12.0,Arret_simple,1440.0,8.0,48.8464688341,2.41098628814
602301G20140318121151,5.0,Stationnement_simple,1440.0,8.0,48.8408474284,2.35117010406
7481,12.0,Stationnement_genant,1440.0,8.0,48.8461744028,2.4080591635
168201G20111123130112,7.0,Arret_genant_divers,1440.0,8.0,48.8535226128,2.32729214241
7577,14.0,Stationnement_genant,1440.0,8.0,48.8203491378,2.32970070988
692401D20111220090359,20.0,Stationnement_genant,1440.0,8.0,48.8652562556,2.39467959472
7573,5.0,Stationnement_simple,1440.0,8.0,48.8429296191,2.35138673737
709804G20150417145822,13.0,Stationnement_genant,1440.0,7.0,48.8263396484,2.37334909407
7663,2.0,Stationnement_genant,1440.0,8.0,48.8696785146,2.33477752325
469501G20111124100718,16.0,Livraison_BUS,1140.0,8.0,48.864664091,2.29439553552
7682,17.0,Stationnement_genant,1440.0,8.0,48.8907509763,2.30691154443
861930D20100526095244,6.0,Stationnement_simple,1440.0,8.0,48.8538953774,2.33325543584
7684,17.0,Stationnement_genant,1440.0,8.0,48.8908125679,2.30712475569
910001D20150224112850,10.0,Arret_genant_divers,1440.0,8.0,48.8703426086,2.3548653538
7688,17.0,Arret_simple,1440.0,8.0,48.8907426478,2.307270898
542901G20110615134141,17.0,Stationnement_genant,1440.0,8.0,48.8834698689,2.31616243035
7693,18.0,Arret_Pompiers,1440.0,8.0,48.890297968,2.33578418059
062008G20110607153914,0.0,Stationnement_genant,1440.0,8.0,48.8557062392,2.32536320251
599704D20131203133101,8.0,Arret_vigipirate_non_perennise,1440.0,8.0,48.8667127369,2.29961168732
543302G20111109135934,13.0,Stationnement_simple,1440.0,8.0,48.8373468039,2.35523024881
999002D20110905104239,16.0,Stationnement_genant,1440.0,8.0,48.8530100582,2.26721759664
420701G20100616102320,13.0,Stationnement_genant,1440.0,8.0,48.8227633579,2.3451447773
143701G20101013124653,18.0,Stationnement_genant,1440.0,8.0,48.8936148421,2.33912864963
260818G20140319170156,20.0,Arret_simple,1440.0,8.0,48.8597320725,2.40943404184
861703D20100416094912,9.0,Stationnement_genant,1440.0,8.0,48.8764131187,2.33714465588
472601D20140120174640,7.0,Stationnement_simple,1440.0,8.0,48.8568230308,2.31484957409
231101D20110929092416,15.0,Stationnement_genant,1440.0,8.0,48.8422607115,2.30651061152
643216D20100520105247,0.0,Stationnement_genant,1440.0,8.0,48.8388363251,2.35057311344
464501G20111013152557,8.0,Stationnement_genant,1440.0,8.0,48.8775795623,2.30432310619
493005D20111107140431,13.0,Livraison_BUS,1140.0,7.0,48.8317589554,2.36581865475
528102D20111205112246,19.0,Stationnement_simple,1440.0,8.0,48.8834551008,2.37361645825
863528D20110614094231,1.0,Stationnement_genant,1440.0,8.0,48.8675305472,2.32602084238
886701D20111117113039,7.0,Stationnement_genant,1440.0,8.0,48.8494071274,2.30962289971
810805D20130826112916,17.0,Stationnement_genant,1440.0,8.0,48.8909879341,2.30025430405
238706G20100623141334,8.0,Stationnement_genant,1440.0,8.0,48.8748671911,2.30924296971
729804G20131108144556,17.0,Stationnement_simple,1440.0,8.0,48.8789867907,2.28190046957
674104D20110920160331,16.0,Arret_vigipirate_perennise,1440.0,8.0,48.8638516818,2.29841142256
585901G20111003150802,0.0,Stationnement_genant,1440.0,8.0,48.8549596178,2.32651868747
849006G20100706132917,4.0,Stationnement_simple,1440.0,8.0,48.8538706489,2.36481535808
709807G20150123155532,13.0,Stationnement_genant,1440.0,7.0,48.8282272992,2.37046481632
285602G20150804101535,13.0,Stationnement_genant,1440.0,8.0,48.8231386243,2.3549687057
348301G20101029133645,13.0,Arret_vigipirate_perennise,1440.0,7.0,48.8326106818,2.35701084704
781301G20110930145719,16.0,Stationnement_simple,1440.0,8.0,48.8649314202,2.28326527106
369801D20150210162226,3.0,Stationnement_genant,1440.0,8.0,48.8569345042,2.36547184416
138301G20100426104520,11.0,Stationnement_genant,1440.0,8.0,48.8548711585,2.37744042146
344202D20100727144523,10.0,Arret_vigipirate_perennise,1440.0,8.0,48.8783754106,2.36462226563
178202D20110718102400,18.0,Stationnement_genant,1440.0,8.0,48.8844229268,2.3531524325
627010D20140217113839,0.0,Arret_vigipirate_perennise,1440.0,8.0,48.8692510636,2.39235510214
892001D20130822153741,17.0,Stationnement_simple,1440.0,8.0,48.88736644,2.2979477759
620901D20101208144616,0.0,Stationnement_genant,1440.0,8.0,48.8333858748,2.32286527939
651003G20150106170237,2.0,Stationnement_simple,1440.0,8.0,48.8716654813,2.34148629577
885501D20110630113648,1.0,Stationnement_genant,1440.0,8.0,48.8618180131,2.34246686616
169002D20110922140149,16.0,Stationnement_genant,1440.0,8.0,48.8741558752,2.28816855233
962439G20111118142502,15.0,Livraison_BUS,1140.0,8.0,48.8404624082,2.30464611812
522003D20111208091907,5.0,Stationnement_genant,1440.0,8.0,48.8437058443,2.35345137505
237502D20101213143350,14.0,Stationnement_genant,1440.0,8.0,48.8250158367,2.32322207488
821209G20110615140220,2.0,Livraison_BUS,1140.0,8.0,48.8685357714,2.33831745722
852910D20110601111335,7.0,Stationnement_genant,1440.0,8.0,48.8599426394,2.30987014433
863527G20111128104337,1.0,Stationnement_genant,1440.0,8.0,48.8670776541,2.32724763301
666901G20101221075634,14.0,Stationnement_genant,1440.0,8.0,48.8238221254,2.33595869509
067701D20140314142546,0.0,Stationnement_genant,1440.0,8.0,48.8353003396,2.38712762436
933716G20101115071249,13.0,Stationnement_genant,1440.0,7.0,48.8261043174,2.3594945661
306101D20100624162712,0.0,Stationnement_simple,1440.0,8.0,48.8669701495,2.31590280548
369618G20110923100805,16.0,Stationnement_genant,1440.0,8.0,48.8738352907,2.29069426093
127715D20101209093454,0.0,Stationnement_genant,1440.0,8.0,48.8454550409,2.3108944496
617803D20111215143454,8.0,Livraison_BUS,1140.0,8.0,48.8703300699,2.31285477729
225925D20141128140705,8.0,Stationnement_genant,1440.0,8.0,48.8648839226,2.31976786952
443201G20131112132829,17.0,Stationnement_genant,1440.0,8.0,48.8948473842,2.31550883702
108708D20140314164742,6.0,Stationnement_simple,1440.0,8.0,48.8503133665,2.33263809241
011202D20111202092741,16.0,Stationnement_simple,1440.0,8.0,48.860083663,2.2711627137
851319D20111010111509,15.0,Arret_vigipirate_perennise,1440.0,8.0,48.8395275707,2.27929761862
864817D20100519153648,5.0,Stationnement_genant,1440.0,8.0,48.8396729161,2.34017236439
202501D20130111133607,12.0,Stationnement_genant,1440.0,8.0,48.8462722004,2.39287539152
138802G20110901144836,0.0,Arret_genant_divers,1440.0,8.0,48.8540654756,2.39395510733
349804G20110913104757,15.0,Arret_vigipirate_perennise,1440.0,8.0,48.8422943737,2.31556247449
188827G20140211163344,11.0,Stationnement_genant,1440.0,8.0,48.8555913895,2.38995968016
249603G20111201121940,18.0,Stationnement_genant,1440.0,8.0,48.8891348478,2.34517430235
343802G20111216142528,3.0,Stationnement_genant,1440.0,8.0,48.8647077407,2.36213006053
812402D20101019090828,19.0,Stationnement_genant,1440.0,8.0,48.8774034119,2.37613230405
756416G20111116161647,0.0,Stationnement_genant,1440.0,8.0,48.8936233923,2.35269324211
7739,11.0,Stationnement_genant,1440.0,8.0,48.8518005767,2.37793284059
7748,13.0,Arret_simple,1440.0,8.0,48.8222713044,2.37153870451
7768,20.0,Arret_genant_divers,1440.0,8.0,48.8706908481,2.40834399575
7787,10.0,Stationnement_genant,1440.0,8.0,48.8715602773,2.3622070363
213001G20111004112119,4.0,Stationnement_simple,1440.0,8.0,48.8526491144,2.35205820976
313002D20111006113735,15.0,Stationnement_genant,1440.0,8.0,48.8423981702,2.31370306713
725833D20130624133353,17.0,Stationnement_simple,1440.0,8.0,48.8834729326,2.2940643711
850005D20100426144923,0.0,Arret_simple,1440.0,8.0,48.8528233459,2.38098514436
249201G20111116160801,18.0,Stationnement_genant,1440.0,8.0,48.8909736085,2.35879836247
852001D20100709091413,3.0,Stationnement_simple,1440.0,8.0,48.8601207985,2.3669151571
479305G20110616131343,17.0,Arret_genant_divers,1440.0,8.0,48.8866498659,2.28603679952
985330D20101118114839,13.0,Stationnement_simple,1440.0,8.0,48.833168909,2.3634105383
734301D20100511102335,5.0,Stationnement_genant,1440.0,8.0,48.852895351,2.34663511998
426502D20110615142016,2.0,Stationnement_genant,1440.0,8.0,48.8699815363,2.3368741192
770101G20110621164223,17.0,Stationnement_genant,1440.0,8.0,48.8810190216,2.28346479519
083806G20110705143701,18.0,Arret_vigipirate_perennise,1440.0,8.0,48.8963102336,2.33499926171
119,13.0,Stationnement_genant,1440.0,7.0,48.8314441301,2.37150003043
137,12.0,Stationnement_genant,1440.0,7.0,48.8353608356,2.40360679386
140,12.0,Arret_Pompiers,1440.0,7.0,48.8339762636,2.4035101722
141,12.0,Stationnement_genant,1440.0,7.0,48.8345338458,2.40419546848
165,12.0,Arret_Pompiers,1440.0,7.0,48.8337456074,2.402862541
166,12.0,Stationnement_genant,1440.0,8.0,48.8463992247,2.40837557573
242,7.0,Stationnement_genant,1440.0,8.0,48.8609449921,2.31018050338
287,6.0,Stationnement_genant,1440.0,7.0,48.853138785,2.32965936143
294,6.0,Stationnement_genant,1440.0,8.0,48.8526381549,2.33151672683
306,7.0,Stationnement_genant,1440.0,8.0,48.855448252,2.32574709142
299,7.0,Stationnement_genant,1440.0,8.0,48.8553757216,2.32492558785
592701G20150403134037,3.0,Stationnement_genant,1440.0,8.0,48.8643706367,2.35777072186
869419D20100712164842,3.0,Stationnement_genant,1440.0,8.0,48.8651090206,2.35348421218
067703D20140314144528,12.0,Stationnement_genant,1440.0,8.0,48.834679072,2.38790535866
133902D20111004151612,0.0,Stationnement_simple,1440.0,8.0,48.8243940098,2.38453804868
027901D20111123152349,16.0,Stationnement_genant,1440.0,8.0,48.8768396334,2.28282671244
031502G20110720101314,18.0,Stationnement_genant,1440.0,8.0,48.8838724043,2.33757258899
593904D20131108153221,16.0,Stationnement_genant,1440.0,8.0,48.8768278906,2.28358779847
863511G20100503151959,1.0,Stationnement_simple,1440.0,8.0,48.8620284616,2.33964058924
411006G20100611144523,8.0,Stationnement_simple,1440.0,8.0,48.8706329215,2.30084577151
868202G20130111164529,12.0,Arret_Pompiers,1440.0,7.0,48.8454734693,2.39789385019
815811D20111219155519,11.0,Stationnement_genant,1440.0,8.0,48.8645560556,2.37792014203
355315G20111124123548,15.0,Stationnement_genant,1440.0,8.0,48.8373279013,2.2795868817
130001G20100615142106,13.0,Stationnement_genant,1440.0,8.0,48.8218037472,2.351437257
806610G20110906132640,16.0,Arret_genant_divers,1440.0,8.0,48.8542530155,2.2783476562
343,16.0,Stationnement_genant,1440.0,8.0,48.8638783974,2.29610702816
364204G20111220110450,3.0,Livraison_BUS,1140.0,7.0,48.8626712015,2.36671857254
354,7.0,Stationnement_genant,1440.0,8.0,48.861662827,2.30192477125
615511G20131220160551,0.0,Arret_genant_divers,1440.0,7.0,48.8214284371,2.36886882229
436,7.0,Stationnement_genant,1440.0,8.0,48.8550548452,2.32007590128
431402G20140203120956,7.0,Stationnement_genant,1440.0,8.0,48.8536953835,2.32771000456
491,7.0,Stationnement_genant,1440.0,8.0,48.8593090869,2.32384652016
532708D20110927161733,16.0,Stationnement_genant,1440.0,8.0,48.8649408504,2.27003975962
560,8.0,Stationnement_genant,1440.0,8.0,48.8777669709,2.32060533463
086401G20111130101522,16.0,Stationnement_genant,1440.0,8.0,48.8665672798,2.27549379931
571,7.0,Stationnement_genant,1440.0,8.0,48.8611614199,2.31303382242
316202D20140110133815,0.0,Stationnement_genant,1440.0,8.0,48.8368315538,2.25408737206
3506,1.0,Stationnement_genant,1440.0,8.0,48.8602149284,2.34622709331
133314G20101213141721,14.0,Arret_genant_divers,1440.0,8.0,48.8248040105,2.31895392944
3587,14.0,Arret_simple,1440.0,8.0,48.8259795862,2.31340782643
261603G20100708140047,3.0,Arret_genant_divers,1440.0,8.0,48.8613792642,2.36312258362
3599,14.0,Arret_Pompiers,1440.0,8.0,48.826530447,2.3111847408
938208D20111212122803,3.0,Stationnement_simple,1440.0,8.0,48.8577869409,2.36738462663
3628,14.0,Stationnement_genant,1440.0,8.0,48.8297288912,2.33149538042
867309G20111124162521,9.0,Livraison_BUS,1140.0,8.0,48.875964588,2.33030869799
3645,13.0,Stationnement_genant,1440.0,8.0,48.8377284021,2.37329395757
402101D20101025140938,19.0,Stationnement_genant,1440.0,8.0,48.8798486802,2.39002513311
3659,5.0,Stationnement_simple,1440.0,8.0,48.8436872972,2.35436477634
806609D20111201151101,16.0,Arret_vigipirate_perennise,1440.0,8.0,48.8543883033,2.27834892136
3707,14.0,Stationnement_genant,1440.0,8.0,48.8286660192,2.33441934294
830603D20130423104607,17.0,Stationnement_genant,1440.0,8.0,48.8828058315,2.2898524604
3767,14.0,Stationnement_genant,1440.0,8.0,48.8366027774,2.32045629055
928803G20101206084505,13.0,Stationnement_genant,1440.0,7.0,48.8293711801,2.37873509419
3805,16.0,Stationnement_genant,1440.0,8.0,48.856077543,2.28589914339
214501D20100512141919,5.0,Stationnement_genant,1440.0,8.0,48.8459781491,2.34694957055
3866,12.0,Stationnement_genant,1440.0,8.0,48.8447972773,2.39157334932
901503D20101124081022,19.0,Arret_vigipirate_perennise,1440.0,8.0,48.8843676134,2.39391105635
3874,14.0,Stationnement_genant,1440.0,8.0,48.8339650915,2.31805044426
502602G20110812143550,9.0,Arret_genant_divers,1440.0,8.0,48.8746253016,2.3303496425
3827,13.0,Stationnement_genant,1440.0,7.0,48.8349951423,2.35119853436
895514G20111122115838,6.0,Stationnement_genant,1440.0,8.0,48.847584507,2.31881665276
3949,14.0,Stationnement_genant,1440.0,8.0,48.8284494437,2.31608588607
963402D20140312174107,6.0,Stationnement_simple,1440.0,8.0,48.8439365914,2.33046331382
3986,15.0,Stationnement_simple,1440.0,8.0,48.8432723468,2.32416748578
804502G20111017110311,7.0,Livraison_BUS,1140.0,8.0,48.8544608961,2.32613594674
4005,14.0,Stationnement_genant,1440.0,8.0,48.8415237743,2.32479214512
615524G20101130093611,13.0,Arret_simple,1440.0,7.0,48.8191836816,2.36078010753
947901G20130515150008,0.0,Stationnement_genant,1440.0,8.0,48.8759329384,2.2953960334
363502G20150107151740,2.0,Stationnement_genant,1440.0,8.0,48.869962851,2.3410052047
721301G20100712142542,4.0,Stationnement_simple,1440.0,8.0,48.8599198709,2.35589734836
386101G20111104121743,15.0,Stationnement_genant,1440.0,8.0,48.8279195082,2.26819679424
452301G20110620095442,17.0,Stationnement_genant,1440.0,8.0,48.8862925896,2.32483083655
661601G20100930081315,12.0,Stationnement_genant,1440.0,7.0,48.843067934,2.40417163271
239807G20111201120724,20.0,Stationnement_genant,1440.0,8.0,48.8710092477,2.38852775721
830203D20110905135625,16.0,Arret_simple,1440.0,8.0,48.8533259566,2.27096264229
042402G20150219103313,4.0,Arret_genant_divers,1440.0,8.0,48.855527619,2.35053780283
597602D20140321133502,19.0,Stationnement_simple,1440.0,8.0,48.8788016663,2.37850022127
A91002D20150608161809,13.0,Stationnement_genant,1440.0,8.0,48.8162472968,2.36100725573
718407D20131223170033,14.0,Stationnement_genant,1440.0,8.0,48.8168249002,2.33367093894
804511G20111128151410,6.0,Livraison_BUS,1140.0,7.0,48.8475532504,2.32812823189
245905D20110909153752,0.0,Stationnement_genant,1440.0,8.0,48.8456608578,2.29819084957
784510G20130419113629,0.0,Stationnement_genant,1440.0,8.0,48.8349548218,2.31263390423
071924G20131114132651,8.0,Stationnement_simple,1440.0,8.0,48.8817184834,2.31876837835
144701D20100621103612,20.0,Stationnement_genant,1440.0,8.0,48.8656605627,2.39870609146
R15606G20110921150718,22.0,Stationnement_genant,1440.0,6.0,48.8773482663,2.27868753885
188806D20140211113022,11.0,Stationnement_genant,1440.0,7.0,48.8532814766,2.37548698662
815802G20100427131818,11.0,Stationnement_genant,1440.0,8.0,48.8666930152,2.3673567455
464503G20131119140106,8.0,Stationnement_simple,1440.0,8.0,48.8756714583,2.29974725232
498505D20110620133132,7.0,Stationnement_genant,1440.0,8.0,48.8522184936,2.30223855972
4161,11.0,Stationnement_genant,1440.0,7.0,48.8564928746,2.37812180746
4189,15.0,Stationnement_genant,1440.0,8.0,48.8494117767,2.2984926681
4278,15.0,Stationnement_genant,1440.0,8.0,48.8506525973,2.29320941921
4286,12.0,Stationnement_genant,1440.0,8.0,48.8394475584,2.40251557959
4293,12.0,Stationnement_genant,1440.0,8.0,48.8374841276,2.40215601321
4377,15.0,Arret_vigipirate_perennise,1440.0,8.0,48.8432081051,2.31668995527
4378,15.0,Stationnement_simple,1440.0,8.0,48.8429813499,2.31785230667
4388,15.0,Stationnement_genant,1440.0,8.0,48.8420832517,2.31513779967
4422,15.0,Stationnement_genant,1440.0,8.0,48.8383549286,2.30392940768
4431,15.0,Arret_vigipirate_perennise,1440.0,8.0,48.8366618544,2.30405485705
4461,15.0,Stationnement_genant,1440.0,8.0,48.8376470242,2.31090845333
4446,16.0,Stationnement_simple,1440.0,8.0,48.8686072761,2.29560638888
4454,16.0,Stationnement_genant,1440.0,8.0,48.8616298428,2.26743060065
4492,16.0,Stationnement_simple,1440.0,8.0,48.8688273237,2.29122778197
4495,16.0,Stationnement_genant,1440.0,8.0,48.8707962934,2.27502226424
4497,16.0,Arret_vigipirate_non_perennise,1440.0,8.0,48.871035683,2.27446867102
4539,15.0,Stationnement_genant,1440.0,8.0,48.8368233915,2.27401766048
4567,16.0,Stationnement_genant,1440.0,8.0,48.8707522936,2.28611543814
4553,15.0,Stationnement_simple,1440.0,8.0,48.8368836299,2.3026068692
4561,2.0,Arret_vigipirate_perennise,1440.0,8.0,48.8678817145,2.3371182444
4563,10.0,Stationnement_genant,1440.0,8.0,48.8718747727,2.36872849604
5378,17.0,Stationnement_simple,1440.0,8.0,48.8783573685,2.29440800264
5357,17.0,Stationnement_genant,1440.0,8.0,48.8803065421,2.2862050176
5451,12.0,Stationnement_genant,1440.0,8.0,48.8398099073,2.41333475301
5464,13.0,Stationnement_genant,1440.0,8.0,48.8379568339,2.35756676105
5489,19.0,Stationnement_simple,1440.0,8.0,48.8788080946,2.3774378887
5515,17.0,Stationnement_simple,1440.0,8.0,48.8821389732,2.28865032846
5558,17.0,Stationnement_genant,1440.0,8.0,48.8816578347,2.29120023645
5570,20.0,Stationnement_genant,1440.0,8.0,48.8692639218,2.39513791356
5572,20.0,Stationnement_genant,1440.0,7.0,48.8697574119,2.39365007581
5573,20.0,Arret_simple,1440.0,8.0,48.8695693059,2.39315930213
5601,16.0,Stationnement_simple,1440.0,8.0,48.839332862,2.26236644044
5609,16.0,Arret_vigipirate_perennise,1440.0,8.0,48.8391146486,2.26473747063
5618,16.0,Stationnement_simple,1440.0,8.0,48.8736131722,2.29370411457
5659,18.0,Stationnement_genant,1440.0,8.0,48.8885400577,2.35405167313
5758,13.0,Stationnement_genant,1440.0,7.0,48.8297127456,2.37529004108
5812,8.0,Arret_vigipirate_perennise,1440.0,8.0,48.8709605576,2.31655648853
5803,18.0,Stationnement_genant,1440.0,3.0,48.8953773074,2.35990451266
5822,0.0,Stationnement_genant,1440.0,8.0,48.8766747072,2.35211463126
5865,13.0,Stationnement_genant,1440.0,7.0,48.8265380965,2.38140863313
5938,19.0,Stationnement_simple,1440.0,8.0,48.8845899785,2.38365744157
6023,18.0,Stationnement_genant,1440.0,8.0,48.8849421377,2.34209356117
030704D20141128154644,7.0,Arret_genant_divers,1440.0,8.0,48.8623682982,2.32019339396
5972,20.0,Stationnement_genant,1440.0,8.0,48.8695955167,2.40724308437
503702G20140206144930,14.0,Arret_simple,1440.0,8.0,48.8195479812,2.34302064365
5992,12.0,Stationnement_simple,1440.0,8.0,48.8476501613,2.37896590223
962411D20110525102142,6.0,Stationnement_genant,1440.0,8.0,48.8483598124,2.33134484979
6050,20.0,Stationnement_genant,1440.0,8.0,48.8523081947,2.41099667263
644001D20140129121001,20.0,Stationnement_genant,1440.0,8.0,48.8654681162,2.3853749607
6058,20.0,Arret_Pompiers,1440.0,8.0,48.8516273225,2.41081708007
663901G20140227102639,16.0,Arret_simple,1440.0,8.0,48.8454546769,2.25759688293
6101,17.0,Stationnement_simple,1440.0,8.0,48.8875493268,2.32224723702
127507G20141015151555,3.0,Stationnement_genant,1440.0,8.0,48.8635767211,2.36120178701
7855,13.0,Stationnement_genant,1440.0,7.0,48.8265006062,2.38420087655
962440G20111118103622,15.0,Livraison_BUS,1140.0,8.0,48.8401115943,2.30339973123
630001D20111215162300,10.0,Arret_vigipirate_perennise,1440.0,8.0,48.8709091227,2.3536633067
852915D20140109170542,7.0,Stationnement_genant,1440.0,8.0,48.8596573551,2.30723733609
199206G20110721152740,18.0,Stationnement_genant,1440.0,8.0,48.8870450846,2.34194238819
904707D20140319154724,12.0,Arret_simple,1440.0,8.0,48.8416124292,2.40950448065
Z11511G20111110112923,22.0,Stationnement_genant,1440.0,6.0,48.8758496881,2.27346298148
668801D20150421160048,13.0,Stationnement_genant,1440.0,8.0,48.823880064,2.36968900218
548901G20110704161345,0.0,Stationnement_simple,1440.0,8.0,48.8963646022,2.33200488602
245909D20110906101811,15.0,Stationnement_simple,1440.0,8.0,48.8438501577,2.29594421886
833307G20110922115608,19.0,Stationnement_genant,1440.0,8.0,48.8771210014,2.40423934124
A79101G20140905104555,18.0,Stationnement_genant,1440.0,8.0,48.8994819795,2.35927939723
522007G20140314162337,5.0,Stationnement_genant,1440.0,8.0,48.8443485506,2.34946617904
173507G20131216152144,8.0,Stationnement_genant,1440.0,8.0,48.868843287,2.309072013
623604D20101116130648,19.0,Stationnement_simple,1440.0,8.0,48.8799430122,2.37228020601
711104D20111215115224,0.0,Stationnement_simple,1440.0,8.0,48.8878640319,2.29596522447
803902G20131223142936,16.0,Stationnement_simple,1440.0,8.0,48.8596237659,2.26821586147
247505G20140312140448,11.0,Stationnement_genant,1440.0,8.0,48.8645137379,2.36923480062
961101G20140124122952,7.0,Stationnement_simple,1440.0,8.0,48.8536240821,2.31338933628
559004D20110819140845,9.0,Stationnement_genant,1440.0,8.0,48.8743887924,2.33929270307
B14901G20140122145626,0.0,Stationnement_simple,1440.0,8.0,48.8547965507,2.32593577913
638705G20110517133823,8.0,Stationnement_genant,1440.0,8.0,48.8772004473,2.315596961
897805D20101020085405,19.0,Stationnement_genant,1440.0,8.0,48.8762390725,2.38040043639
815401G20101206111448,13.0,Stationnement_genant,1440.0,7.0,48.8308554363,2.3805977573
969502D20130827152820,17.0,Stationnement_simple,1440.0,8.0,48.8872757588,2.30095104059
597002D20100621102114,20.0,Stationnement_genant,1440.0,8.0,48.8646611226,2.39764034712
786901D20101020120159,13.0,Arret_genant_divers,1440.0,8.0,48.8254768672,2.34880193628
574411D20110929152757,16.0,Arret_vigipirate_perennise,1440.0,8.0,48.8672156233,2.27827898781
328910D20110906092927,15.0,Stationnement_simple,1440.0,8.0,48.8436202003,2.29290407527
Y54601D20110818153356,16.0,Stationnement_genant,1440.0,8.0,48.859092821,2.28214162975
225907D20111011114132,8.0,Stationnement_simple,1440.0,8.0,48.8670793623,2.3210650685
814502G20111013105900,16.0,Stationnement_genant,1440.0,8.0,48.8566797574,2.2837236061
073501G20101115075601,13.0,Stationnement_genant,1440.0,8.0,48.8254587551,2.36228597318
514623G20150616110851,13.0,Stationnement_genant,1440.0,7.0,48.8191567835,2.35772622285
956806D20100729142325,10.0,Stationnement_genant,1440.0,8.0,48.8737496003,2.36314016071
568603G20110606110340,7.0,Stationnement_genant,1440.0,8.0,48.8586358519,2.32923561256
351803G20110518082905,8.0,Stationnement_genant,1440.0,8.0,48.8689782047,2.32084727725
572202D20111125145345,4.0,Stationnement_simple,1440.0,8.0,48.8562122368,2.35343401424
615506G20150602133107,13.0,Arret_simple,1440.0,7.0,48.8224910566,2.37220362083
894101G20100427102443,0.0,Arret_vigipirate_perennise,1440.0,7.0,48.8594377499,2.38385372277
817404D20100927082956,12.0,Stationnement_genant,1440.0,8.0,48.8393473464,2.39460333948
133321D20111114135348,14.0,Arret_simple,1440.0,8.0,48.8233853011,2.32433616477
979304G20111128111406,6.0,Stationnement_simple,1440.0,8.0,48.8519192085,2.32999383937
076101G20141017105231,3.0,Stationnement_genant,1440.0,8.0,48.8630446493,2.36134415589
249414D20101119113827,19.0,Stationnement_genant,1440.0,8.0,48.8957954331,2.37911272241
122101G20100616100224,13.0,Stationnement_simple,1440.0,8.0,48.8230082758,2.34572136972
990202G20111124152836,0.0,Arret_vigipirate_perennise,1440.0,8.0,48.842481236,2.30727056691
886604D20130419135830,7.0,Stationnement_simple,1440.0,8.0,48.8459952483,2.31364812794
226302G20110526095524,6.0,Stationnement_genant,1440.0,8.0,48.8510910596,2.33816635687
014321G20140219111533,14.0,Stationnement_genant,1440.0,8.0,48.8316863056,2.3144912783
320702D20131223150403,16.0,Arret_vigipirate_perennise,1440.0,8.0,48.8604061714,2.27395642256
484701D20140319153717,13.0,Stationnement_genant,1440.0,7.0,48.8265511343,2.38585643488
904701G20140318155953,12.0,Stationnement_genant,1440.0,8.0,48.8359299842,2.40693846246
874807D20100429145306,11.0,Stationnement_genant,1440.0,8.0,48.8583822496,2.36914123279
407004G20140123174621,15.0,Stationnement_genant,1440.0,8.0,48.836773836,2.27562773605
262002G20111125104429,19.0,Stationnement_genant,1440.0,8.0,48.8815001187,2.39726353806
461702G20101008082229,18.0,Stationnement_genant,1440.0,8.0,48.8902890756,2.34404465841
780406D20111123161837,16.0,Stationnement_simple,1440.0,8.0,48.8639924999,2.29052677786
814502D20111013105841,16.0,Stationnement_genant,1440.0,8.0,48.8567743417,2.28360323764
823901G20100623140308,8.0,Stationnement_genant,1440.0,8.0,48.8775794838,2.30998441459
861927G20140312153725,6.0,Arret_genant_divers,1440.0,8.0,48.8533664758,2.33494631946
780407G20110916152739,16.0,Stationnement_genant,1440.0,8.0,48.8633925118,2.28866446319
804539D20111129112425,6.0,Livraison_BUS,1140.0,8.0,48.8460839628,2.32824600211
484401D20101201091724,0.0,Stationnement_genant,1440.0,8.0,48.8252397853,2.36601982794
351203G20110819103110,9.0,Stationnement_genant,1440.0,8.0,48.8727296948,2.34784412505
471401D20140130133638,15.0,Stationnement_genant,1440.0,8.0,48.8478936021,2.28225604097
411602D20110907103454,16.0,Stationnement_genant,1440.0,8.0,48.8488207449,2.26980050409
211222D20111209102511,17.0,Arret_vigipirate_perennise,1440.0,8.0,48.8908039495,2.31991538415
526601G20111108160300,0.0,Stationnement_genant,1440.0,8.0,48.848855042,2.40016092471
460501D20131213114550,15.0,Stationnement_genant,1440.0,8.0,48.8335224814,2.27610996576
799201G20111208101704,1.0,Arret_simple,1440.0,8.0,48.8660038283,2.33956309682
332005G20110912161439,16.0,Arret_genant_divers,1440.0,8.0,48.8444680114,2.25999776225
406305G20111124125738,14.0,Stationnement_genant,1440.0,7.0,48.8308953725,2.32961494026
