identifiant	Regime_prioritaire	Regime_particulier	Arrondissement	Zone_Residentielle	Tarification	Type_de_voie	Nom_de_la_voie	Parite	Longueur	Longueur_calculee	Signalisation_horizontale	Signalisation_verticale	Conformite_signalisation	Plage_horaire_1-Debut	Plage_horaire_1-Fin	Plage_horaire_2-Debut	Plage_horaire_2-Fin	Date_du_releve	Derniere_date_edition	Code_Voie_Ville_de_Paris	Numero_Sequentiel_Tronçon_Voie	Zone_ASP	Numero_Section_Territoriale_de_Voirie	geo_point_2d
5587	INTERDIT	Arret_vigipirate_perennise	17	17L	2.40			Impair	3.64	3.64	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-02	7208	1750598838	17ZE	5	48.8859636733,2.29972258619
5542	INTERDIT	Stationnement_genant	18	18G	2.40			Pair	21.08	21.08	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-02	8265	750599643	18Z3	5	48.8829178541,2.3435972598
5602	INTERDIT	Stationnement_genant	16	16Z	2.40			Impair	7.65	7.65	Abime	Avec_panonceau	Conforme					2020-08-12	2020-08-24	5436	750614487	16Z6	4	48.8393802693,2.26234805286
5647	INTERDIT	Arret_vigipirate_perennise	19	19L	2.40			Impair	11.50	11.50	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-03	7483	1750600756	19Z6	6	48.8779899974,2.3848719056
5714	INTERDIT	Stationnement_simple	17	17N	2.40			Pair	4.65	4.65	Presente	Absente	Conforme					2020-08-31	2017-11-30	7208	750598842	17ZC	5	48.8856582693,2.29799353058
5706	INTERDIT	Arret_vigipirate_perennise	19	19G	2.40			Impair	41.18	41.18	Presente	Avec_panonceau	Conforme					2020-08-21	2020-08-31	9135	1750598486	19Z1	6	48.8875623477,2.37019101195
5712	INTERDIT	Stationnement_genant	17	17G	2.40			Inconnu	129.69	129.69	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-03	7208	1750599272	17ZD	5	48.8843497238,2.29580135852
5713	INTERDIT	Stationnement_genant	17	17G	2.40			Inconnu	126.73	126.73	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-03	7208	750599330	17ZG	5	48.8841677703,2.29602041054
5733	INTERDIT	Stationnement_simple	18	18P	2.40			Impair	14.14	14.14	Presente	Absente	Conforme					2020-08-31	2017-10-04	7727	1750597153	18Z5	5	48.894071727,2.3415671113
5775	INTERDIT	Stationnement_genant	13	13M	2.40			Pair	28.35	28.35	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-05	1214	750618550	13Z5	8	48.8229874724,2.35688964638
5853	INTERDIT	Arret_vigipirate_non_perennise	19	19H	2.40			Pair	37.43	37.43	Presente	Avec_panonceau	Conforme					2020-08-31	2017-10-06	1204	750600131	19Z4	6	48.881213035,2.37510696443
5835	INTERDIT	Stationnement_simple	5	5G	4.00			Inconnu	5.19	5.19	Presente	Absente	Conforme					2020-08-31	2017-10-06	3281	1750612802	05Z2	2	48.8444940892,2.3536145023
5916	INTERDIT	Arret_vigipirate_perennise	19	19K	2.40			Impair	13.83	13.83	Absente	Absente	SV_Non-conforme					2020-08-26	2020-09-01	7621	1750598713	19Z3	6	48.8859340386,2.39902710369
5962	INTERDIT	Arret_Pompiers	16	16J	2.40			Pair	8.23	8.23	Absente	Avec_panonceau	Non_conforme					2020-08-31	2017-10-10	825	750603489	16Z1	4	48.8700330087,2.27955748231
5999	INTERDIT	Stationnement_genant	18	18F	2.40			Impair	31.64	31.64	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-10	6392	1750598516	18Z3	5	48.8867739292,2.34122727797
6029	INTERDIT	Stationnement_genant	18	18G	2.40			Pair	7.83	7.83	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-10	9144	750599230	18Z3	5	48.8841171193,2.34171424794
6059	INTERDIT	Arret_vigipirate_perennise	20	20H	2.40			Impair	37.41	37.41	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-10	2608	1750595002	20Z6	7	48.8514370496,2.41084629404
6078	INTERDIT	Stationnement_simple	18	18M	2.40			Pair	3.08	3.08	Presente	Absente	Conforme					2020-08-31	2017-10-11	4900	750594002	18Z4	5	48.8937820181,2.34759681197
6112	INTERDIT	Stationnement_genant	17	17S	2.40			Pair	42.61	42.61	Absente	Avec_panonceau	Conforme					2020-08-27	2020-09-03	2112	750598164	17ZA	5	48.888177167,2.32447300838
7823	INTERDIT	Arret_vigipirate_perennise	20	20E	2.40			Impair	34.31	34.31	Absente	Avec_panonceau	Conforme					2020-07-29	2020-08-14	6932	1750603575	20Z1	7	48.8698608711,2.38062769997
7825	INTERDIT	Stationnement_genant	13	13P	2.40			Impair	129.69	129.69	Absente	Avec_panonceau	Conforme					2020-07-08	2020-07-28	4696	1750617789	13Z6	8	48.8275215329,2.38544534508
7881	INTERDIT	Stationnement_simple	17	17K	2.40			Pair	3.50	3.50	Presente	Absente	Conforme					2020-08-31	2017-11-17	4057	750599506	17ZH	5	48.8833787596,2.30980667904
7906	INTERDIT	Stationnement_genant	19	19F	2.40			Impair	91.06	91.06	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-20	5803	1750593852	19Z2	6	48.8987631545,2.38337181112
7925	INTERDIT	Arret_vigipirate_perennise	18	18H	2.40			Impair	11.46	11.46	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-21	8919	1750593970	18Z2	5	48.8862731871,2.35563668414
7954	INTERDIT	Stationnement_genant	19	19P	2.40			Impair	27.62	27.62	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-21	4612	1750594144	19Z7	6	48.8839159632,2.39680675834
7968	INTERDIT	Arret_vigipirate_perennise	20	20P	2.40			Impair	7.21	7.21	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-22	5568	1750604380	20Z3	7	48.8678456833,2.4109609045
7996	INTERDIT	Stationnement_genant	13	13L	2.40			Impair	20.56	20.56	Absente	Absente	SV_Non-conforme					2020-07-09	2020-07-30	6542	1750595856	13Z3	8	48.8267883238,2.35356096188
7988	INTERDIT	Stationnement_genant	19	19F	2.40				31.89	31.89	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-22	411	750597144	19Z2	6	48.8935472316,2.3833969295
8015	INTERDIT	Arret_Pompiers	17	17R	2.40			Impair	4.24	4.24	Absente	Avec_panonceau	Non_conforme					2020-08-27	2020-09-03	1839	750598494	17ZJ	5	48.8868160402,2.31730094664
8022	INTERDIT	Stationnement_genant	10	10F	4.00			Impair	5.41	5.41	Absente	Absente	SV_Non-conforme					2020-08-18	2020-08-28	5705	1750600224	10Z3	6	48.8806868021,2.36582655191
8085	INTERDIT	Stationnement_genant	15	15X	2.40			Impair	59.67	59.67	Absente	Absente	SV_Non-conforme					2020-08-04	2020-08-20	9750	1750615958	15Z5	3	48.8342241364,2.28465449634
8091	INTERDIT	Arret_simple	15	15V	2.40			Impair	5.48	5.48	Presente	Absente	Conforme					2020-08-31	2017-11-27	8890	1750615248	15Z7	3	48.8361531084,2.29359121134
8202	INTERDIT	Stationnement_genant	10	10F	4.00			Pair	123.61	123.61	Absente	Avec_panonceau	Conforme					2020-08-19	2020-08-28	155	750603625	10Z4	6	48.8703802825,2.36205664745
8223	INTERDIT	Stationnement_genant	18	18P	2.40			Pair	9.37	9.37	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-29	9675	750596999	18Z7	5	48.8943383175,2.33250877832
8237	INTERDIT	Stationnement_simple	16	16Z	2.40			Inconnu	7.08	7.08	Presente	Absente	Conforme					2020-08-12	2020-08-24	2583	1750614273	16Z6	4	48.8395773124,2.26316416979
8255	INTERDIT	Stationnement_simple	15	15R	2.40			Pair	5.65	5.65	Presente	Absente	Conforme					2020-08-04	2020-08-25	2326	750615390	15Z7	3	48.8366622697,2.30320878531
8280	INTERDIT	Stationnement_simple	17	17N	2.40			Pair	7.66	7.66	Presente	Absente	Conforme					2020-08-31	2017-11-30	5374	750598895	17ZC	5	48.8862515377,2.29585382895
8297	INTERDIT	Stationnement_genant	12	12F	2.40			Inconnu	15.69	15.69	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-30	1696	750612734	12ZD	8	48.8445167189,2.37699413596
8320	INTERDIT	Stationnement_simple	16	16P	2.40			Pair	3.77	3.77	Presente	Absente	Conforme					2020-08-10	2020-08-19	8068	750609268	16Z4	4	48.854113851,2.27790033368
8355	INTERDIT	Arret_vigipirate_perennise	19	19G	2.40			Pair	29.73	29.73	Absente	Avec_panonceau	Conforme					2020-08-31	2017-12-04	9135	750598245	19Z1	6	48.8878859555,2.37051142837
8364	INTERDIT	Stationnement_genant	19	19L	2.40			Pair	25.52	25.52	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-04	9817	750601392	19Z6	6	48.8768128769,2.38782971191
8378	INTERDIT	Arret_simple	16	16S	2.40			Pair	4.23	4.23	Presente	Absente	Conforme					2020-08-31	2017-12-04	4750	750609892	16Z5	4	48.852486765,2.26807638745
8365	INTERDIT	Stationnement_genant	20	20M	2.40			Pair	81.65	81.65	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-04	4765	750602264	20Z2	7	48.874259243,2.38790719433
8405	INTERDIT	Arret_Pompiers	16	16T	2.40			Pair	4.56	4.56	Absente	Avec_panonceau	Non_conforme					2020-08-31	2017-12-04	1159	750609354	16Z5	4	48.8541737857,2.27546000363
8459	INTERDIT	Arret_Pompiers	13	13M	2.40			Pair	12.50	12.50	Absente	Sans_panonceau	Conforme					2020-08-31	2017-12-06	4695	750618512	13Z6	8	48.8235620643,2.36532498251
8478	INTERDIT	Arret_simple	16	16S	2.40			Pair	5.52	5.52	Presente	Absente	Conforme					2020-08-31	2017-12-06	6316	750610791	16Z5	4	48.8499588637,2.26572264275
8510	INTERDIT	Stationnement_simple	16	16N	2.40			Impair	4.85	4.85	Absente	Sans_panonceau	Conforme					2020-08-31	2017-12-06	9347	1750607214	16Z3	4	48.8603257415,2.28086418437
8533	INTERDIT	Arret_Pompiers	13	13N	2.40			Pair	7.56	7.56	Absente	Avec_panonceau	Non_conforme					2020-07-21	2020-08-12	7623	750618962	13Z6	8	48.8191242297,2.36554839946
4610	INTERDIT	Stationnement_simple	17	17F	2.40			Pair	8.08	8.08	Presente	Absente	Conforme					2020-08-31	2017-09-08	8832	750601169	17ZF	5	48.8770554125,2.28547893255
8579	INTERDIT	Stationnement_simple	15	15J	2.40			Pair	6.31	6.31	Presente	Absente	Conforme					2020-08-11	2020-08-25	294	750614955	15Z8	3	48.8377230216,2.31367581998
8591	INTERDIT	Arret_genant_divers	15	15N	2.40			Impair	17.85	17.85	Presente	Avec_panonceau	Conforme					2020-08-31	2017-12-08	4113	1750614967	15Z5	3	48.8379097575,2.27189064989
8593	INTERDIT	Arret_simple	15	15N	2.40			Impair	50.61	50.61	Presente	Absente	Conforme					2020-08-06	2020-08-20	4113	1750614967	15Z5	3	48.8381800449,2.27126358592
8626	INTERDIT	Stationnement_genant	18	18P	2.40			Pair	9.71	9.71	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-11	4314	750596965	18Z5	5	48.8952280506,2.33972229634
8632	INTERDIT	Stationnement_genant	18	18P	2.40			Pair	45.60	45.60	Absente	Absente	SV_Non-conforme					2020-08-31	2017-12-11	1428	750597009	18Z5	5	48.8942830135,2.33882833698
4678	INTERDIT	rien	16	16L	2.40			Impair	42.66	42.66	Absente	Absente	Conforme					2020-08-31	2017-09-12	6485	1750604609	16Z1	4	48.8665406743,2.27594014391
4693	INTERDIT	Arret_vigipirate_non_perennise	16	16S	2.40			Pair	28.44	28.44	Presente	Absente	SV_Non-conforme					2020-08-12	2020-08-24	8043	750608648	16Z5	4	48.8562472015,2.26765480816
4725	INTERDIT	Stationnement_genant	17	17U	2.40			Impair	13.27	13.27	Absente	Avec_panonceau	Conforme					2020-08-28	2020-09-02	8941	1750597200	18Z7	5	48.8931476777,2.32736679254
4743	INTERDIT	Stationnement_simple	18	18E	2.40			Impair	6.82	6.82	Presente	Absente	Conforme					2020-08-31	2017-09-13	3409	1750597603	18Z7	5	48.8903807589,2.3285695282
4767	INTERDIT	Stationnement_genant	16	16W	2.40			Pair	11.27	11.27	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-13	7397	750610730	16Z5	4	48.8507060233,2.2646617442
4740	INTERDIT	Stationnement_simple	16	16M	2.40			Pair	4.91	4.91	Presente	Absente	Conforme					2020-08-31	2017-10-11	2280	750607644	16Z3	4	48.8590829129,2.27234486723
4741	INTERDIT	Stationnement_simple	16	16S	2.40			Pair	30.91	30.91	Presente	Absente	Conforme					2020-08-31	2017-09-13	6571	1750607897	16Z3	4	48.8582313598,2.27309180918
4763	INTERDIT	Stationnement_simple	16	16K	2.40			Impair	10.82	10.82	Presente	Absente	Conforme					2020-08-31	2017-09-13	3497	1750605993	16Z3	4	48.8639748576,2.28535185995
4788	INTERDIT	Stationnement_genant	15	15X	2.40			Impair	10.59	10.59	Absente	Absente	SV_Non-conforme					2020-08-04	2020-08-20	7684	1750615801	15Z5	3	48.8359209935,2.27832549468
4806	INTERDIT	Stationnement_simple	16	16M	2.40			Impair	8.60	8.60	Presente	Absente	Conforme					2020-08-31	2017-09-13	2280	1750607644	16Z3	4	48.8598500087,2.27321178147
4924	LIVRAISON_BUS	Livraison_BUS	15	15S	2,4			Pair	32,67530788	32,67530787	Absente	Avec_panonceau	Conforme	19:30	07:30	09:30	16:30	2020-08-31	2017-09-19	2301	750615290	15Z7	3	48.8360127503,2.30047711243
4936	INTERDIT	Stationnement_simple	15	15R	2.40			Impair	11.39	11.39	Abime	Absente	Non_conforme					2020-08-31	2017-12-07	10	1750615378	15Z7	3	48.8357802815,2.30229686309
4989	INTERDIT	Stationnement_genant	19	19E	2.40			Inconnu	6.30	6.30	Absente	Avec_panonceau	Conforme					2020-08-31	2017-09-20	8618	1750596178	19Z2	6	48.9008832685,2.37173488168
5138	INTERDIT	Stationnement_simple	17	17N	2.40			Pair	25.59	25.59	Presente	Absente	Conforme					2020-08-28	2020-09-03	918	750598159	17ZC	5	48.8883488444,2.3001006126
5117	INTERDIT	Stationnement_genant	18	18P	2.40			Pair	39.39	39.39	Absente	Avec_panonceau	Conforme					2020-08-26	2020-09-03	2585	750596855	18Z7	5	48.8953339243,2.32864679529
5186	INTERDIT	Stationnement_simple	16	16V	2.40			Impair	2.01	2.01	Presente	Absente	Conforme					2020-08-11	2020-08-24	6305	1750612381	16Z6	4	48.8458486514,2.26875026071
5214	INTERDIT	Stationnement_simple	16	16Y	2.40			Pair	9.33	9.33	Presente	Absente	Conforme					2020-08-11	2020-08-20	6338	750612475	16Z5	4	48.8453201067,2.26039253088
5255	INTERDIT	Stationnement_genant	17	17T	2.40			Impair	10.26	10.26	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-17	432	1750596405	17ZA	5	48.8986480234,2.32288565319
5290	INTERDIT	Stationnement_genant	14	14K	2.40			Pair	18.78	18.78	Absente	Absente	SV_Non-conforme					2020-08-01	2020-08-24	4036	750617827	14Z2B	2	48.8273982555,2.32649118859
5316	INTERDIT	Stationnement_genant	17	17R	2.40			Impair	49.91	49.91	Absente	Avec_panonceau	Conforme					2020-08-31	2019-07-23	5206	1750598683	17ZJ	5	48.8862250597,2.32006980237
5327	INTERDIT	Stationnement_genant	21	NR	Gratuit			Pair	12.18	12.18	Absente	Absente	SV_Non-conforme					1970-01-01	2017-09-27	Z533	750617313	NR	8	48.8331334427,2.41400219261
5335	INTERDIT	Stationnement_genant	17	17R	2.40			Pair	36.45	36.45	Absente	Absente	SV_Non-conforme					2020-08-31	2017-09-27	2517	750599375	17ZJ	5	48.8837036632,2.32079834466
6132	INTERDIT	Stationnement_genant	19	19G	2.40			Pair	39.86	39.86	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-11	7105	750598552	19Z1	6	48.8867139076,2.36716286512
6145	INTERDIT	Arret_vigipirate_perennise	19	19G	2.40			Pair	6.19	6.19	Presente	Absente	SV_Non-conforme					2020-08-31	2017-10-11	9135	750598894	19Z1	6	48.8855526956,2.36826542365
6170	INTERDIT	Stationnement_genant	20	20N	2.40			Pair	93.50	93.50	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-11	3867	750602144	20Z3	7	48.8746120137,2.41296322973
6202	INTERDIT	Arret_vigipirate_perennise	17	17U	2.40			Pair	29.90	29.90	Absente	Avec_panonceau	Conforme					2020-08-26	2020-09-03	3844	750596433	17ZA	5	48.8989132882,2.32650157985
6240	INTERDIT	Arret_vigipirate_perennise	12	12N	2.40			Pair	10.18	10.18	Absente	Absente	SV_Non-conforme					2020-08-31	2017-11-22	8662	750614447	12ZG	8	48.8402246783,2.40916666195
6296	INTERDIT	Stationnement_simple	20	20H	2.40			Pair	22.91	22.91	Presente	Absente	Conforme					2020-08-31	2017-11-03	6864	750610217	20Z6	7	48.851513179,2.40062022524
6277	INTERDIT	Stationnement_genant	20	20G	2.40			Impair	18.38	18.38	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-12	8165	1750594981	20Z4	7	48.8532264848,2.40325709809
6365	INTERDIT	Arret_simple	20	20K	2.40			Inconnu	11.88	11.88	Presente	Absente	Conforme					2020-08-31	2017-10-13	2608	1750594847	20Z5	7	48.8605480713,2.40942046662
6375	INTERDIT	Arret_Pompiers	20	20K	2.40			Pair	5.98	5.98	Absente	Avec_panonceau	Non_conforme					2020-08-31	2017-10-13	2608	750594852	20Z5	7	48.8587699435,2.40988425727
6372	INTERDIT	Stationnement_genant	20	20L	2.40			Pair	48.47	48.47	Presente	Avec_panonceau	Conforme					2020-08-31	2017-11-03	8317	750606909	20Z4	7	48.8611973593,2.39948483248
6380	INTERDIT	Stationnement_genant	6	6E	4.00			Impair	29.86	29.86	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-13	2593	1750609087	06Z2	2	48.8548447846,2.33946104937
6386	INTERDIT	Arret_Pompiers	19	19F	2.40			Pair	4.63	4.63	Absente	Avec_panonceau	Non_conforme					2020-08-31	2017-10-13	412	750597099	19Z2	6	48.8937001354,2.38292133479
6399	INTERDIT	Arret_vigipirate_perennise	19	19F	2.40			Pair	19.62	19.62	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-13	647	750597399	19Z2	6	48.892411849,2.38335572059
6405	INTERDIT	Arret_vigipirate_perennise	4	4E	4.00			Pair	11.78	11.78	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-16	571	750609735	04Z3	1	48.85286843,2.36027123423
6406	INTERDIT	Stationnement_genant						Impair	51.01	51.01	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-16	2966	1750599120			48.8846121065,2.38276080298
6471	INTERDIT	Stationnement_simple	19	19F	2.40			Pair	9.65	9.65	Presente	Absente	Conforme					2020-08-31	2017-10-16	3673	750597735	19Z1	6	48.8898745989,2.37607198799
6544	INTERDIT	Stationnement_genant	18	18J	2.40			Impair	20.31	20.31	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-17	8223	1750597715	18Z1	5	48.8899031141,2.36279682001
6534	INTERDIT	Stationnement_genant	20	20N	2.40			Impair	15.68	15.68	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-17	4155	1750601156	20Z3	7	48.8774595833,2.40825065631
6602	INTERDIT	Stationnement_genant	17	17R	2.40			Inconnu	25.26	25.26	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-18	5411	1750598559	17ZJ	5	48.8865321489,2.31826182887
6582	INTERDIT	Arret_simple	20	20N	2.40			Impair	63.54	63.54	Presente	Absente	Conforme					2020-08-31	2017-10-18	6513	1750602378	20Z3	7	48.8749767784,2.40775171625
6587	INTERDIT	Stationnement_genant	20	20N	2.40			Impair	63.55	63.55	Absente	Avec_panonceau	Conforme					2020-08-31	2017-10-18	6513	1750602378	20Z3	7	48.8749613118,2.40767616174
6628	INTERDIT	Stationnement_genant	20	20E	2.40			Pair	31.23	31.23	Absente	Absente	SV_Non-conforme					2020-07-30	2020-08-14	4978	750603976	20Z1	7	48.868749784,2.38603848667
6611	INTERDIT	Stationnement_genant	19	19L	2.40			Pair	32.83	32.83	Absente	Absente	SV_Non-conforme					2020-08-31	2018-01-17	2437	750600635	19Z8	6	48.8784761549,2.39079999208
6655	INTERDIT	Stationnement_genant	20	20R	2.40			Pair	21.84	21.84	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-19	3937	750605152	20Z3	7	48.8653423723,2.398933287
6672	INTERDIT	Stationnement_genant	1	1E	4.00			Inconnu	14.85	14.85	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-19	5766	1750606990	01Z2	1	48.8611276643,2.34083925431
6675	INTERDIT	Arret_vigipirate_perennise	20	20F	2.40			Impair	14.86	14.86	Absente	Absente	SV_Non-conforme					2020-08-31	2017-10-19	3937	1750605246	20Z1	7	48.8650125208,2.39736816856
6694	INTERDIT	Stationnement_genant	19	19E	2.40			Pair	44.98	44.98	Absente	Avec_panonceau	Conforme					2020-08-31	2017-11-24	1441	750596740	19Z2	6	48.8959892033,2.3800752571
6722	INTERDIT	Arret_simple	20	20P	2.40			Impair	255.90	255.90	Presente	Absente	Conforme					2020-08-31	2017-10-20	6513	1750604769	20Z3	7	48.8659830347,2.40880443464
9791	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	56.08	56.08	Absente	Absente	SV_Non-conforme					2018-06-01	2019-06-17	Z115	1750605752	NR	4	48.8640139302,2.24053536435
9807	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	4.35	4.35	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-18	Z061	750606091	NR	4	48.8631796403,2.25331176544
9829	INTERDIT	Stationnement_genant	22	NR	Gratuit			Inconnu	4.82	4.82	Absente	Absente	SV_Non-conforme					2018-05-01	2019-06-19	Z159	1750604781	NR	4	48.8661821995,2.2571935572
9854	INTERDIT	Stationnement_genant	17	17T	2.40			Impair	26.54	26.54	Absente	Avec_panonceau	Conforme					2020-08-31	2019-06-25	4537	1750594112	NR	5	48.9006018601,2.32039539278
9946	INTERDIT	Stationnement_genant	19	19P	2.40			Inconnu	55.49	55.49	Absente	Avec_panonceau	Conforme					2020-08-31	2019-07-08	7677	750599885	19Z8	6	48.8816215802,2.40226916788
9953	INTERDIT	Arret_genant_divers	19	19K	2.40			Pair	9.52	9.52	Absente	Avec_panonceau	Conforme					2020-08-31	2019-07-08	4118	750599067	19Z7	6	48.8848562046,2.38648547996
9974	INTERDIT	Stationnement_genant	12	NR	2.40			Inconnu	32.91	32.91	Absente	Absente	SV_Non-conforme					2020-08-31	2019-07-11	3392	750617846	NR	8	48.8269038004,2.39287749456
9987	INTERDIT	Stationnement_simple	13	13M	2.40			Pair	4.74	4.74	Absente	Sans_panonceau	Conforme					2020-08-31	2019-07-12	9105	750618673	13Z5	8	48.822225181,2.35824784449
9988	INTERDIT	Stationnement_genant	14	14G	2.40			Pair	70.53	70.53	Absente	Absente	SV_Non-conforme					2020-08-31	2019-07-12	7126	750619094	14Z3B	2	48.8169550864,2.33274110625
10011	INTERDIT	Arret_vigipirate_non_perennise	17	17R	2.40			Pair	43.41	43.41	Presente	Absente	SV_Non-conforme					2020-08-31	2019-07-23	5206	750598683	17ZJ	5	48.8864989267,2.31962571282
10031	INTERDIT	Stationnement_simple	11	11K	4.00			Pair	6.15	6.15	Presente	Absente	Conforme					2020-07-24	2020-08-14	8198	750608696	11Z3	7	48.8562536006,2.38139390167
10082	INTERDIT	Stationnement_genant	8	8F	4.00			Impair	11.30	11.30	Presente	Absente	SV_Non-conforme					2020-08-13	2020-08-26	1736	1750602979	08Z1	5	48.8717295624,2.30111539344
10090	INTERDIT	Stationnement_genant	17	17E	2.40			Pair	78.23	78.23	Absente	Avec_panonceau	Conforme					2020-08-31	2019-08-27	4231	750602048	17ZG	5	48.8747468024,2.29234877213
10105	INTERDIT	Stationnement_genant	16	16E	2.40			Impair	62.48	62.48	Absente	Avec_panonceau	Conforme					2020-08-31	2019-08-28	4231	1750601408	16Z1	4	48.8763712291,2.28651129905
10122	INTERDIT	Stationnement_simple	16	16E	2.40			Pair	8.83	8.83	Presente	Sans_panonceau	Conforme					2020-08-31	2019-08-29	410	750602112	16Z1	4	48.874452465,2.28995153431
10152	INTERDIT	Stationnement_genant	8	8F	4.00			Impair	13.40	13.40	Absente	Avec_panonceau	Conforme					2020-08-31	2019-09-09	7378	1750603698	08Z1	5	48.8702882393,2.30474863757
